iteracion,valor_coste
0,335.37495854005704
1,265.20621119737604
2,262.69405858254373
3,388.05984217536246
4,447.1420740696777
5,311.37053277555714
6,337.7706760022369
7,613.6327266168473
8,1089.3047396309523
9,376.65454837453996
10,267.3568080345969
11,314.7343890298428
12,699.6310478011811
13,656.7178905234407
14,378.2943663235847
15,401.7407413414241
16,838.4207446977817
17,834.5529718909386
18,618.2015203560804
19,615.2597151459676
20,250.7291873602104
21,274.91767398631407
22,1034.6105004156734
23,502.8527360929623
24,442.5907627475169
25,544.8370666174529
26,237.01897010938836
27,512.7282128359553
28,686.3204180345558
29,423.68158609634355
30,304.236198463975
31,1048.5312221295635
32,289.3791326300382
33,247.04106101277003
34,470.90802566972974
35,224.03870224191172
36,266.515619765782
37,579.1357062671295
38,209.13868135224985
39,1170.8402334347631
40,512.1969491765052
41,296.72220018530936
42,322.0000172620505
43,434.8147401588658
44,333.67702794552315
45,213.6481285155827
46,686.8613841698541
47,314.44984113294106
48,209.13868135224982
49,259.5311186947812
50,262.69405858254373
51,892.4485783368284
52,447.1420740696776
53,328.9363677073682
54,299.4276832663951
55,471.4256485625434
56,434.9637626703202
57,1054.9131573500024
58,229.22677801163744
59,1059.1992088320335
60,497.78105198023525
61,656.7178905234405
62,378.2943663235848
63,383.2293386430063
64,639.4884885840627
65,363.4973997742127
66,225.3437526714894
67,347.45312916809723
68,622.6749641253931
69,233.2860443831717
70,364.1112640874932
71,502.8527360929622
72,226.70810607477762
73,563.3690878991333
74,630.7056601793657
75,472.40921837230826
76,781.0078387577181
77,423.68158609634344
78,649.539461940237
79,323.3614493361194
80,363.9469242453231
81,255.92272192026516
82,388.04367370165636
83,224.0387022419118
84,262.1572209620043
85,514.925107676556
86,347.5185068458541
87,1170.8402334347631
88,512.1969491765054
89,289.8523124463104
90,365.76592480961983
91,434.81474015886585
92,365.79833145637485
93,493.05472203421806
94,686.861384169854
95,439.35096035509173
96,209.13868135224982
97,253.51366410381837
98,262.69405858254385
99,388.05984217536246
100,321.7929363390367
101,829.247821448515
102,443.95896045943385
103,837.7388294546968
104,434.96376267032025
105,362.6934996970999
106,229.22677801163746
107,340.9003263900999
108,501.1285185887255
109,320.3887045344783
110,439.7547520752527
111,586.3406231613417
112,367.4253030130117
113,363.4973997742126
114,418.3918346301248
115,624.5464261464397
116,330.10355572163405
117,233.28604438317169
118,380.462202014089
119,231.30839832188033
120,217.72786543081446
121,270.44171516192546
122,282.03001064359427
123,334.7128956345729
124,686.3204180345559
125,278.8079960700372
126,326.40945232333684
127,608.9457876416725
128,289.3791326300383
129,348.0793133518901
130,782.4354198990484
131,521.6054308298525
132,280.1144519991542
133,1070.2614672445561
134,350.47211514770595
135,1170.8402334347634
136,513.4305643204281
137,276.9985296040298
138,782.3753627125973
139,327.64735024221915
140,328.1047123424892
141,213.6481285155827
142,681.9073167617956
143,756.7334512974877
144,209.13868135224985
145,253.51366410381843
146,262.69405858254373
147,310.34193742729644
148,772.8287953083544
149,311.37053277555714
150,241.3338074808972
151,356.3369437382222
152,235.0182248143222
153,905.0416297148153
154,229.2267780116375
155,1020.4126274992938
156,347.7043847918528
157,376.6855887764856
158,642.7702114508123
159,383.22933864300643
160,259.8922014999304
161,1125.8482332942547
162,586.0669386660225
163,302.0941855451119
164,359.4349896117865
165,384.73086137963304
166,969.053781756696
167,524.2827490111708
168,1006.6766055475596
169,274.0783605689347
170,389.29328515239894
171,564.523192187722
172,400.58718349839774
173,297.3014275596096
174,250.20853337466147
175,313.42717703117967
176,853.733523007636
177,247.0410610127701
178,388.0436737016563
179,219.27600038726948
180,262.15722096200426
181,514.925107676556
182,335.374958540057
183,300.0268582407761
184,512.1969491765053
185,276.9985296040297
186,308.43928464232965
187,259.8568261534131
188,375.454245350848
189,207.5654336314288
190,313.37468537813766
191,296.2818116321145
192,335.081946545773
193,265.6064784418258
194,506.6660007000077
195,369.18117287590576
196,321.79293633903677
197,957.2283134553722
198,235.01846853324054
199,357.695693431289
200,235.01822481432208
201,379.3918112963135
202,253.3762167085576
203,314.7343890298429
204,559.7034725360454
205,208.8392408909718
206,404.4531295045252
207,275.6030980904522
208,602.2241584930259
209,411.12222117179954
210,225.34375267148937
211,302.09418554511166
212,323.4528397915829
213,233.28604438317177
214,392.54299013139934
215,231.30839832188025
216,506.4452571850414
217,270.4417151619255
218,273.90873492824807
219,776.7829251179737
220,554.4868627020556
221,278.8079960700372
222,805.3581736226545
223,274.61396071723533
224,284.4471373220682
225,247.04106101277003
226,872.2394302442514
227,728.6794328563412
228,307.45874961452745
229,514.925107676556
230,246.77037601341215
