iteracion,valor_coste
0,184.2232947080754
1,184.2232947080754
2,184.2232947080754
3,184.2232947080754
4,184.2232947080754
5,175.03229910602403
6,175.03229910602403
7,175.03229910602403
8,162.21773562560202
9,162.21773562560202
10,162.21773562560202
11,162.217735625602
12,162.217735625602
13,162.217735625602
14,162.217735625602
15,162.217735625602
16,162.217735625602
17,162.217735625602
18,157.9642154356544
19,157.9642154356544
20,157.9642154356544
21,157.9642154356544
22,157.9642154356544
23,157.96421543565438
24,157.96421543565438
25,157.96421543565438
26,157.96421543565435
27,152.292583669297
28,152.292583669297
29,148.51483747197696
30,148.51483747197696
31,145.02289255279692
32,145.02289255279692
33,145.02289255279692
34,145.02289255279692
35,145.02289255279692
36,145.02289255279692
37,145.02289255279692
38,145.02289255279692
39,145.02289255279692
40,145.02289255279692
41,145.02289255279692
42,145.02289255279692
43,145.02289255279692
44,145.02289255279692
45,145.02289255279692
46,145.02289255279692
47,145.02289255279692
48,145.02289255279692
49,145.02289255279692
50,145.02289255279692
51,145.02289255279692
52,145.02289255279692
53,145.02289255279692
54,145.02289255279692
55,145.02289255279692
56,145.02289255279692
57,145.02289255279692
58,145.02289255279692
59,145.02289255279692
60,144.51346708731583
61,144.51346708731583
62,144.51346708731583
63,144.51346708731583
64,144.51346708731583
65,144.5134670873158
66,144.5134670873158
67,144.5134670873158
68,144.5134670873158
69,144.5134670873158
70,144.5134670873158
71,144.5134670873158
72,144.5134670873158
73,144.5134670873158
74,144.5134670873158
75,138.38865631280837
76,138.38865631280837
77,138.38865631280837
78,138.38865631280837
79,138.38865631280837
80,138.38865631280837
81,138.38865631280837
82,138.38865631280837
83,138.38865631280837
84,131.5864053746774
85,130.71789828443897
86,130.71789828443897
87,130.71789828443897
88,126.67258934210321
89,126.67258934210321
90,126.67258934210321
91,124.21344149039402
92,124.21344149039402
93,124.21344149039402
94,124.21344149039402
95,124.21344149039402
96,124.213441490394
97,124.213441490394
98,124.213441490394
99,124.213441490394
100,124.213441490394
101,124.213441490394
102,124.213441490394
103,124.213441490394
104,124.213441490394
105,124.213441490394
106,124.213441490394
107,124.213441490394
108,124.213441490394
109,124.213441490394
110,124.213441490394
111,124.213441490394
112,124.213441490394
113,124.213441490394
114,119.92048790919158
115,119.92048790919158
116,119.92048790919158
117,119.92048790919158
118,119.92048790919158
119,119.92048790919158
120,119.92048790919158
121,119.92048790919158
122,119.92048790919158
123,119.92048790919158
124,119.92048790919158
125,119.92048790919158
126,119.92048790919158
127,119.92048790919158
128,119.92048790919158
129,119.92048790919158
130,119.92048790919158
131,119.92048790919158
132,119.92048790919158
133,119.92048790919158
134,119.92048790919158
135,119.92048790919158
136,119.92048790919158
137,119.92048790919158
138,119.92048790919158
139,119.92048790919158
140,119.92048790919158
141,119.92048790919158
142,119.92048790919158
143,119.92048790919158
144,119.92048790919158
145,119.92048790919158
146,119.92048790919158
147,119.92048790919158
148,119.92048790919158
149,119.92048790919158
150,119.92048790919158
151,119.83792087592556
152,119.6405487065051
153,119.6405487065051
154,119.6405487065051
155,119.6405487065051
156,119.6405487065051
157,119.6405487065051
158,119.6405487065051
159,119.6405487065051
160,119.6405487065051
161,119.6405487065051
162,119.6405487065051
163,119.6405487065051
164,119.6405487065051
165,119.6405487065051
166,119.6405487065051
167,119.6405487065051
168,119.6405487065051
169,119.64054870650509
170,119.64054870650509
171,119.64054870650509
172,119.64054870650509
173,119.64054870650509
174,119.64054870650509
175,119.64054870650509
