"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"112","292.6222336358821","274.09119363333315","4.980310682049986","-0.30591220912703776","0.037353515625","0.0341796875","0.04052734375","1500","0.00016073325678699158","0","0.00016073325678699158","0.00016073325678699158","","","true"
"113","130.45591232720102","201.71795374036103","4.929957179659225","-0.30760719669495157","0.01953125","0.01806640625","0.02099609375","1500","0.00037096614443442793","0","0.00037096614443442793","0.00037096614443442793","113_114:0.004786017080668392","113_114:660","true"
"114","441.5859856041604","323.258282767927","4.686639371484199","-0.3120220422566134","0.0556640625","0.04345703125","0.06787109375","1500","0.0002185635410705996","0","0.0002185635410705996","0.0002185635410705996","114_109:0.008236965664814744","114_109:660","true"
"115","352.07152498945254","43.87753631079622","4.64889708257915","-0.30685615667485494","0.066650390625","0.0751953125","0.05810546875","1500","0.0006031684734319251","0","0.0006031684734319251","0.0006031684734319251","115_114:0.008641465551359084;115_116:0.011091257802941262","115_114:660;115_116:660","true"
"116","306.58636820091004","233.70767636221424","4.848922107806513","-0.3085967429831534","0.01220703125","0.01171875","0.0126953125","1500","0.0001474194502912253","0","0.0001474194502912253","0.0001474194502912253","","","true"
"117","255.36131239031724","201.74022478302055","4.734397452186148","-0.3095389782193282","0.046875","0.05029296875","0.04345703125","1500","0.00021366726238452327","0","0.00021366726238452327","0.00021366726238452327","117_116:0.004715951650859529;117_118:0.007132464933649524","117_116:660;117_118:660","true"
"118","115.19031564099593","160.1741075264843","4.973002444175682","-0.30737065062682006","0.014892578125","0.01416015625","0.015625","1500","0.0002924690100163159","0","0.0002924690100163159","0.0002924690100163159","118_110:0.008171636074611771","118_110:660","true"
"119","252.15588915691308","363.11453813994814","4.796021120549879","-0.31032583482481924","0.019775390625","0.01611328125","0.0234375","1500","0.0001883609403600202","0","0.0001883609403600202","0.0001883609403600202","119_118:0.00809665438307619;119_120:0.005937825197973895","119_118:660;119_120:660","true"
"120","240.33825127352537","230.47230717220302","4.8908006729450815","-0.3080506956471812","0.016357421875","0.021484375","0.01123046875","1500","0.00015725335901325992","0","0.00015725335901325992","0.00015725335901325992","120_121:0.005909845767152089","120_121:660","true"
"121","220.7997825176497","295.49293959498755","4.80996031646978","-0.30903074262098584","0.019775390625","0.01318359375","0.0263671875","1500","0.00038755185470086355","0","0.00038755185470086355","0.00038755185470086355","","","true"
"122","195.58351991613318","250.11105804711465","4.93936138749358","-0.30708715777815115","0.015380859375","0.0146484375","0.01611328125","1500","0.00029342050015486633","0","0.00029342050015486633","0.00029342050015486633","122_121:0.011189143972446774;122_123:0.009764131327935494;122_111:0.0091322012940743","122_121:660;122_123:660;122_111:660","true"
"123","299.9406896607362","309.3344274347572","4.751797197837263","","0.010009765625","0.00927734375","0.0107421875","1500","0.00016501482865422708","0","0.00016501482865422708","0.00016501482865422708","","","true"
"124","149.65378223453428","305.0662607431395","4.972299425983409","-0.3063924314308236","0.013671875","0.01318359375","0.01416015625","1500","0.0002605390620980845","0","0.0002605390620980845","0.0002605390620980845","124_123:0.0052627537081223474;124_125:0.004146809485445824","124_123:660;124_125:660","true"
"125","233.16413768462945","298.98515148698965","4.777911631230319","-0.245750289306856","0.0166015625","0.013671875","0.01953125","1500","0.00042565008067054296","0","0.00042565008067054296","0.00042565008067054296","125_126:0.00419913391232879","125_126:660","true"
"126","356.10197919909064","202.58695646361718","4.8917688607013705","-0.3077565379213146","0.0146484375","0.00927734375","0.02001953125","1500","0.00016023367196467606","0","0.00016023367196467606","0.00016023367196467606","126_112:0.004601153397356866","126_112:660","true"
