"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"44","274.65311325452853","17.262511962527626","4.949165100065278","-0.3085061819189273","0.017333984375","0.01416015625","0.0205078125","1300","0.00053232901260331","0","0.00053232901260331","0.00053232901260331","44_45:0.01750079129108781","44_45:660","true"
"45","118.97171561821571","23.305555005736288","4.999581331816868","-0.35905492913025383","0.07177734375","0.0947265625","0.048828125","1300","0.0012552101921414793","0","0.0012552101921414793","0.0012552101921414793","","","true"
"46","289.0229397107899","231.71918387784527","4.85313772929482","-0.3093752065131216","0.01513671875","0.0126953125","0.017578125","1300","0.00023701877868665587","0","0.00023701877868665587","0.00023701877868665587","46_45:0.034244330115387994;46_47:0.005328944088870913","46_45:660;46_47:660","true"
"47","195.87167659971652","195.72112465465915","4.769547931297808","-0.3109329882546267","0.0048828125","0.0068359375","0.0029296875","1300","0.00022452295694657586","0","0.00022452295694657586","0.00022452295694657586","","","true"
"48","216.08121131369364","94.03061636058256","4.844171043043371","-0.3101551740988557","0.01708984375","0.01611328125","0.01806640625","1300","0.00021235210255849952","0","0.00021235210255849952","0.00021235210255849952","48_47:0.005155142460053969;48_49:0.006071367664337746","48_47:660;48_49:660","true"
"49","319.65793441808734","150.18910344879254","4.69733357966246","-0.312183453636997","0.008056640625","0.00830078125","0.0078125","1300","0.0001537323177370843","0","0.0001537323177370843","0.0001537323177370843","","","true"
"50","224.7995865589933","110.64437002969915","4.7840467165903355","-0.31049210238863767","0.02001953125","0.0205078125","0.01953125","1300","0.00024311585943110353","0","0.00024311585943110353","0.00024311585943110353","50_49:0.006037767882692446;50_51:0.006261604839096241","50_49:660;50_51:660","true"
"51","260.22779297086674","211.78224973930205","4.9311975479171535","-0.3079514036835037","0.03662109375","0.03173828125","0.04150390625","1300","0.00031156795120728905","0","0.00031156795120728905","0.00031156795120728905","","","true"
"52","211.77483921822142","175.1066153637605","4.915252694992473","-0.30801090653647334","0.008056640625","0.00830078125","0.0078125","1300","0.00031738337889607843","0","0.00031738337889607843","0.00031738337889607843","52_37:0.004865024190815664;52_56:0.0051028455203481204","52_37:660;52_56:660","true"
"53","222.52933141683698","270.4138158910134","4.996659206218947","-0.30683792833129964","0.0146484375","0.00634765625","0.02294921875","1300","0.0002246222912636695","0","0.0002246222912636695","0.0002246222912636695","53_60:0.0042275118666593725","53_60:660","true"
"54","126.42233278202484","108.45062742099462","4.9695673058318555","-0.3069935236147513","0.013916015625","0.0126953125","0.01513671875","1300","0.00036059724937497243","0","0.00036059724937497243","0.00036059724937497243","54_64:0.00638254270094038;54_45:0.03225018419673456","54_64:660;54_45:660","true"
"55","247.6433058188342","131.58041936988815","4.837202802333172","-0.31038048092010345","0.140380859375","0.01123046875","0.26953125","1300","0.00033122399984698104","0","0.00033122399984698104","0.00033122399984698104","55_68:0.005518348779342069;55_49:0.006557274056677109","55_68:660;55_49:660","true"
"56","254.54849617117603","150.9388350305817","4.814523237647424","-0.30974571553277236","0.019287109375","0.015625","0.02294921875","1300","0.00018034494696280573","0","0.00018034494696280573","0.00018034494696280573","56_57:0.004576267534634165","56_57:660","true"
"57","202.86452612628415","143.69971155153362","4.927646187364854","-0.30778611849622645","0.011474609375","0.0087890625","0.01416015625","1300","0.00017925306595811024","0","0.00017925306595811024","0.00017925306595811024","57_58:0.0041822197485681945","57_58:660","true"
"58","297.44706965356767","170.33088200827498","4.886978519388016","-0.30930018015034827","0.01318359375","0.0087890625","0.017578125","1300","0.00010065726293552121","0","0.00010065726293552121","0.00010065726293552121","58_71:0.005554370623442384;58_59:0.003979795740380709","58_71:660;58_59:660","true"
"59","243.17553130425216","47.39456690003139","4.971223510857128","-0.30762691104199297","0.020263671875","0.01904296875","0.021484375","1300","0.0003950024889681211","0","0.0003950024889681211","0.0003950024889681211","59_60:0.006769855209207198","59_60:660","true"
"60","262.42236374759324","123.35768457979101","4.766269208962789","-0.31054248475500074","0.025390625","0.02880859375","0.02197265625","1300","0.0002627370099878681","0","0.0002627370099878681","0.0002627370099878681","60_61:0.009860501635253982","60_61:660","true"
"61","234.61941746150853","179.98869139111602","4.793800310620606","-0.29056402780855567","0.01416015625","0.01708984375","0.01123046875","1300","0.0005670661300994581","0","0.0005670661300994581","0.0005670661300994581","","","true"
"62","205.83722747200136","222.07724762458525","4.935217514015829","-0.3079921198487331","0.016357421875","0.009765625","0.02294921875","1300","0.00028053097674119105","0","0.00028053097674119105","0.00028053097674119105","62_72:0.0068686327033214145;62_61:0.005801507250673965;62_63:0.007038531280527033","62_72:660;62_61:660;62_63:660","true"
"63","280.037803391358","245.32643088396497","5.041623757482674","-0.30694631371315323","0.020263671875","0.013671875","0.02685546875","1300","0.00016144134912852138","0","0.00016144134912852138","0.00016144134912852138","63_64:0.0033191399650527587","63_64:660","true"
"64","219.48517190288482","148.6196475938423","4.821567431938855","-0.30967161679000116","0.009521484375","0.01171875","0.00732421875","1300","0.0001467206480960713","0","0.0001467206480960713","0.0001467206480960713","","","true"
"65","242.9894423068352","93.23859835520496","4.957159136162716","-0.3075262411046977","0.0146484375","0.0166015625","0.0126953125","1300","0.00037826218804721737","0","0.00037826218804721737","0.00037826218804721737","65_64:0.004991754035409635;65_66:0.006476775937000995","65_64:660;65_66:660","true"
"66","274.3728408513268","178.646556566196","4.8850025475818875","-0.3091067496263565","0.014404296875","0.01123046875","0.017578125","1300","0.00013315728104710826","0","0.00013315728104710826","0.00013315728104710826","","","true"
"67","283.7908772713277","174.28738250774492","5.113938786251948","-0.3058889857295697","0.075439453125","0.12255859375","0.0283203125","1300","0.00028155756824864436","0","0.00028155756824864436","0.00028155756824864436","67_68:0.006263676271621249;67_66:0.0052138041162679005","67_68:660;67_66:660","true"
"68","442.2478661460753","28.69545593476828","4.743740594080127","-0.31111458963233274","0.140625","0.18798828125","0.09326171875","1300","0.00014733486301821957","0","0.00014733486301821957","0.00014733486301821957","","","true"
"69","144.4172952035101","131.630141953408","5.117664374773649","-0.3044028997353383","0.0107421875","0.01171875","0.009765625","1300","0.0003939349603348324","0","0.0003939349603348324","0.0003939349603348324","69_68:0.006559704254024884;69_70:0.006841737975052387","69_68:660;69_70:660","true"
"70","159.820212002988","66.64296536583434","4.898856146630491","-0.3082399407301921","0.07666015625","0.0693359375","0.083984375","1300","0.00023599773648629805","0","0.00023599773648629805","0.00023599773648629805","","","true"
"71","303.11516102751426","321.13675403624313","4.7882752869258285","-0.3094663460422399","0.009765625","0.013671875","0.005859375","1300","0.000250449802455754","0","0.000250449802455754","0.000250449802455754","","","true"
"72","278.6342325560639","152.13960319452437","5.05918724902778","-0.2985458699744989","0.02734375","0.01416015625","0.04052734375","1300","0.00020498984484703785","0","0.00020498984484703785","0.00020498984484703785","","","true"
"73","182.5896397732522","198.32782840411565","4.979589710341891","-0.307607369486609","0.03271484375","0.01171875","0.0537109375","1300","0.0002075630251504925","0","0.0002075630251504925","0.0002075630251504925","73_66:0.005558535295483613","73_66:660","true"
"74","128.03581588892342","10.225679140596704","5.031395662236198","-0.3067427013413316","0.210693359375","0.208984375","0.21240234375","1300","0.0013573261917819103","0","0.0013573261917819103","0.0013573261917819103","74_70:0.02155131649002595;74_89:0.022030297801936966","74_70:660;74_89:660","true"
"75","260.3023819936466","52.421923051340855","5.0060157720013505","-0.30673349842246334","0.01220703125","0.013671875","0.0107421875","1300","0.0005617622055744095","0","0.0005617622055744095","0.0005617622055744095","75_90:0.0074184202204826966","75_90:660","true"
"76","344.0750479785336","64.43019876341286","4.837426996750225","-0.30948286299394656","0.02490234375","0.03076171875","0.01904296875","1300","0.00019058309961896962","0","0.00019058309961896962","0.00019058309961896962","76_75:0.010151172094548216","76_75:660","true"
"77","284.34160000912516","166.71692524769807","5.041922904298225","-0.30723078653018854","0.031494140625","0.01025390625","0.052734375","1300","0.00027099611606103504","0","0.00027099611606103504","0.00027099611606103504","77_76:0.004838867362745997;77_78:0.003550560460876734;77_71:0.006873670651943609","77_76:660;77_78:780;77_71:660","true"
"78","261.92650189249986","242.8063889081718","4.643399910630429","-0.31230747337772335","0.009765625","0.00927734375","0.01025390625","1300","0.00017542248408249601","0","0.00017542248408249601","0.00017542248408249601","","","true"
"79","261.26862607508696","132.79368604591758","4.863179464855785","-0.3092713261857367","0.021484375","0.01220703125","0.03076171875","1300","0.0002014325659550877","0","0.0002014325659550877","0.0002014325659550877","79_78:0.005942408779578162;79_80:0.004184628488144493","79_78:660;79_80:660","true"
"80","254.33298154945956","256.46102265629855","5.031453651658694","-0.3072198090686745","0.024169921875","0.02685546875","0.021484375","1300","0.0001831519577388484","0","0.0001831519577388484","0.0001831519577388484","80_81:0.004109024311047399","80_81:660","true"
"81","196.18969139539988","198.96935633437687","4.9304394102534195","-0.30841914125984865","0.04833984375","0.04833984375","0.04833984375","1300","0.00020763252598846962","0","0.00020763252598846962","0.00020763252598846962","81_82:0.004241580113129723;81_72:0.004902701829684691","81_82:660;81_72:660","true"
"82","221.8894587484177","227.2944566346206","4.893610485509354","-0.30897996872816896","0.017578125","0.01953125","0.015625","1300","0.00017811795441507184","0","0.00017811795441507184","0.00017811795441507184","82_83:0.0043252082570239825","82_83:660","true"
"83","276.1792028885292","52.029344075328325","4.790695127455617","-0.31061744032224003","0.016845703125","0.015625","0.01806640625","1300","0.00019783838679078073","0","0.00019783838679078073","0.00019783838679078073","83_92:0.005333100102363014","83_92:660","true"
"84","134.0794302338683","119.04377785200121","4.679686793678647","-0.31137294267603616","0.01611328125","0.01953125","0.0126953125","1300","0.00048598522183577314","0","0.00048598522183577314","0.00048598522183577314","84_83:0.00804195413949993","84_83:660","true"
"85","220.61207660252427","184.07443763973018","5.1047805600099565","-0.3061413803895981","0.01611328125","0.009765625","0.0224609375","1300","0.000290043111416026","0","0.000290043111416026","0.000290043111416026","85_73:0.004688913828471614;85_84:0.07696503489589321;85_86:0.007203493083024454","85_73:660;85_84:660;85_86:660","true"
"86","204.94043443520118","110.66204317603164","4.898811262766033","-0.3083187869423004","0.033935546875","0.02978515625","0.0380859375","1300","0.0003894430059539835","0","0.0003894430059539835","0.0003894430059539835","86_87:0.007810374153474242","86_87:660","true"
"87","176.72754857815298","112.49170922057976","4.992089993317558","-0.307423102897223","0.021240234375","0.01806640625","0.0244140625","1300","0.0006767161819732203","0","0.0006767161819732203","0.0006767161819732203","87_88:0.01726426088020941","87_88:660","true"
"88","109.76770700788944","15.393052809397995","5.09933175915388","-0.3058997453558384","0.081787109375","0.080078125","0.08349609375","1300","0.0008771640347081398","0","0.0008771640347081398","0.0008771640347081398","88_89:0.01854876421443033","88_89:660","true"
"89","154.42701459426397","14.60112886972823","4.9564601007172415","-0.3077261951848229","0.068603515625","0.02783203125","0.109375","1300","0.00046644416795654206","0","0.00046644416795654206","0.00046644416795654206","","","true"
"90","254.034050058645","44.35376113569208","4.905600953712443","-0.307867793738734","0.014892578125","0.015625","0.01416015625","1300","0.00018115300142628385","0","0.00018115300142628385","0.00018115300142628385","","","true"
"91","127.4934521776965","159.40137429656974","4.914590771805659","-0.30850221183732857","0.036865234375","0.04833984375","0.025390625","1300","0.005428887369508448","0","0.005428887369508448","0.005428887369508448","91_79:0.011222936081587004","91_79:660","true"
"92","247.89119657051737","99.64904661631756","4.912106295562986","-0.308588011384664","0.00830078125","0.01171875","0.0048828125","1300","0.00020124574094239637","0","0.00020124574094239637","0.00020124574094239637","92_102:0.006116676229672741","92_102:660","true"
"93","109.41352022017213","28.50727967893031","4.964094414813201","-0.3073815906362206","0.102294921875","0.06640625","0.13818359375","1300","0.0008922673956078467","0","0.0008922673956078467","0.0008922673956078467","93_106:0.016880096920564414;93_87:0.023567072978226244","93_106:660;93_87:740","true"
