"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"22","335.69159588429403","183.2081798510851","4.668480210016939","-0.31331663183442576","0.0478515625","0.048828125","0.046875","1216","0.0001598041920366275","0","0.0001598041920366275","0.0001598041920366275","22_15:0.007711668740463362","22_15:590.2222222222222","true"
"23","462.2647419542905","280.33748876429195","4.758111142913021","-0.31173856129806604","0.114990234375","0.03271484375","0.197265625","1216","0.00008732321845438404","0","0.00008732321845438404","0.00008732321845438404","23_22:0.0034109551185272924;23_24:0.008304539798906468","23_22:533.3333333333333;23_24:533.3333333333333","true"
"24","348.3745980298573","169.29684007822306","4.611455562485574","-0.31354982608399573","0.075927734375","0.0498046875","0.10205078125","1216","0.00017780849629378773","0","0.00017780849629378773","0.00017780849629378773","","","true"
"25","269.72876817526264","407.48547056425093","4.731531456740492","-0.3122550841543125","0.03955078125","0.0419921875","0.037109375","1216","0.00015767129669128012","0","0.00015767129669128012","0.00015767129669128012","25_24:0.00586505383913144","25_24:533.3333333333333","true"
"26","257.1275863244924","182.9882893847351","4.777326278600284","-0.31228117808626144","0.006591796875","0.01123046875","0.001953125","1216","0.00019981450794523384","0","0.00019981450794523384","0.00019981450794523384","26_16:0.006948232272775384;26_25:0.004730907596969758;26_27:0.004898516902796496","26_16:533.3333333333333;26_25:533.3333333333333;26_27:533.3333333333333","true"
"27","282.43111817393054","116.84387457170216","4.680352724999192","-0.31282791406798793","0.010498046875","0.01513671875","0.005859375","1216","0.0001559933296054315","0","0.0001559933296054315","0.0001559933296054315","","","true"
"28","222.17743196100196","43.2279125770512","4.743326488300617","-0.27186381179166696","0.0556640625","0.056640625","0.0546875","1216","0.0025316545815071076","0","0.0025316545815071076","0.0025316545815071076","28_27:0.006930866626632809","28_27:533.3333333333333","true"
"29","138.1994288737213","130.3763010436344","4.791728737997871","-0.32426284330226407","0.013427734375","0.01611328125","0.0107421875","1216","0.0002822459983029304","0","0.0002822459983029304","0.0002822459983029304","29_28:0.011740290900597333;29_30:0.005577357673787087","29_28:533.3333333333333;29_30:533.3333333333333","true"
"30","283.12043156525016","275.1326058815064","4.692921712933708","-0.3126801438234927","0.012451171875","0.01416015625","0.0107421875","1216","0.00016499809208662876","0","0.00016499809208662876","0.00016499809208662876","","","true"
"31","261.0827557741966","35.6459453406139","5.057530821048994","-0.3070059221402992","0.010009765625","0.0087890625","0.01123046875","1216","0.00014700411728650915","0","0.00014700411728650915","0.00014700411728650915","31_30:0.007321445676540472;31_32:0.00903125164108573","31_30:533.3333333333333;31_32:533.3333333333333","true"
"32","228.51453850134206","271.97709756044577","4.929951036583305","-0.30828223495463736","0.02392578125","0.03515625","0.0126953125","1216","0.00012839251117525971","0","0.00012839251117525971","0.00012839251117525971","32_36:0.011071669983575505","32_36:533.3333333333333","true"
"33","465.3637649110316","428.2327089243891","4.677522077736924","-0.3137282279838826","0.13720703125","0.0205078125","0.25390625","1216","0.0001830858099084989","0","0.0001830858099084989","0.0001830858099084989","33_39:0.007306052362333421","33_39:533.3333333333333","true"
"34","138.246876538237","107.42688561601302","4.710372991978635","-0.28769666514137593","0.115478515625","0.1279296875","0.10302734375","1216","0.00029696986430920023","0","0.00029696986430920023","0.00029696986430920023","34_24:0.004827480834046577","34_24:533.3333333333333","true"
"35","319.6445421587316","58.47587037798062","4.914395959033507","-0.30919638014483275","0.01416015625","0.01318359375","0.01513671875","1216","0.00016360003629906084","0","0.00016360003629906084","0.00016360003629906084","35_28:0.009821569477519582;35_47:0.0047754257996427685","35_28:533.3333333333333;35_47:533.3333333333333","true"
"36","138.56929871932306","44.52394219533322","4.854001997092965","-0.31028310857915326","0.007568359375","0.00830078125","0.0068359375","1216","0.0006817910618167361","0","0.0006817910618167361","0.0006817910618167361","36_51:0.012134137899800918","36_51:533.3333333333333","true"
"37","281.1057547761059","110.73455350626989","4.593815533457283","-0.315389846608389","0.030517578125","0.0341796875","0.02685546875","1216","0.00025429089211987234","0","0.00025429089211987234","0.00025429089211987234","37_38:0.015352329063328507","37_38:533.3333333333333","true"
