"Qubit","T1 (us)","T2 (us)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","RX error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","CZ error ","RZZ error ","Gate time (ns)","Operational"
"79","119.94973863224348","41.49547441317216","0.09716796875","0.10302734375","0.09130859375","2584","0.0003068736637665539","0.0003068736637665539","0","0.0003068736637665539","0.0003068736637665539","79_93:0.002074567255416604;79_73:0.002283012646058319","79_93:0.0028136362022431194;79_73:0.0028874794373853485","79_93:68;79_73:68","true"
"80","170.8533004793901","39.345937580191155","0.0078125","0.013671875","0.001953125","2584","0.00027250863174550267","0.00027250863174550267","0","0.00027250863174550267","0.00027250863174550267","80_81:0.005120908384999373","80_81:0.006772175853283158","80_81:68","true"
"81","219.34771148557581","254.1415659142834","0.011474609375","0.0224609375","0.00048828125","2584","0.000250577242031479","0.000250577242031479","0","0.000250577242031479","0.000250577242031479","81_80:0.005120908384999373;81_82:0.008790305491485323;81_76:0.007283345858801915","81_80:0.006772175853283158;81_82:0.007669469506811105;81_76:0.008037876425528279","81_80:68;81_82:68;81_76:68","true"
"82","76.09231787535884","22.898227761716843","0.02197265625","0.03564453125","0.00830078125","2584","0.002469522202451398","0.002469522202451398","0","0.002469522202451398","0.002469522202451398","82_81:0.008790305491485323;82_83:0.025034792607597306","82_81:0.007669469506811105;82_83:1","82_81:68;82_83:68","true"
"83","223.68492043664315","205.93164291135878","0.076171875","0.12060546875","0.03173828125","2584","0.0003475208874936481","0.0003475208874936481","0","0.0003475208874936481","0.0003475208874936481","83_96:0.0030289805400840475;83_82:0.025034792607597306;83_84:0.00950157560315773","83_96:0.0060194296297176875;83_82:1;83_84:0.01134573594651403","83_96:68;83_82:68;83_84:68","true"
"84","211.39724145227174","156.35843440513702","0.024658203125","0.0478515625","0.00146484375","2584","0.0006562227318762","0.0006562227318762","0","0.0006562227318762","0.0006562227318762","84_83:0.00950157560315773;84_85:0.006826448785497402","84_83:0.01134573594651403;84_85:0.009387783006816475","84_83:68;84_85:68","true"
"85","158.72671191184892","66.92149705536376","0.005859375","0.0107421875","0.0009765625","2584","0.0004572108279271474","0.0004572108279271474","0","0.0004572108279271474","0.0004572108279271474","85_77:0.004607492467287422;85_86:0.002747559165071356;85_84:0.006826448785497402","85_77:0.006618009315632001;85_86:0.0058952402988224906;85_84:0.009387783006816475","85_77:68;85_86:68;85_84:68","true"
"86","284.00782433166694","52.40646506080894","0.00732421875","0.01220703125","0.00244140625","2584","0.00036425712052084536","0.00036425712052084536","0","0.00036425712052084536","0.00036425712052084536","86_85:0.002747559165071356;86_87:0.0020526412457948506","86_85:0.0058952402988224906;86_87:1","86_85:68;86_87:68","true"
"87","153.68266720384716","118.80620977657371","0.007080078125","0.0126953125","0.00146484375","2584","0.0002529316859833235","0.0002529316859833235","0","0.0002529316859833235","0.0002529316859833235","87_86:0.0020526412457948506;87_88:0.001510593909224034;87_97:0.0013604865587420467","87_86:1;87_88:0.003397220663074102;87_97:0.001636375745144275","87_86:68;87_88:68;87_97:68","true"
"88","240.5893894032627","193.75150398515896","0.019287109375","0.02490234375","0.013671875","2584","0.0002458147147583148","0.0002458147147583148","0","0.0002458147147583148","0.0002458147147583148","88_87:0.001510593909224034;88_89:0.0013935318966467602","88_87:0.003397220663074102;88_89:0.001657375467352229","88_87:68;88_89:68","true"
"89","126.47249907332727","91.13853013959795","0.00341796875","0.00439453125","0.00244140625","2584","0.00017344017160113995","0.00017344017160113995","0","0.00017344017160113995","0.00017344017160113995","89_90:0.007913316178823404;89_88:0.0013935318966467602;89_78:0.003275090476948239","89_90:0.021939416436701387;89_88:0.001657375467352229;89_78:0.0012429463109034644","89_90:68;89_88:68;89_78:68","true"
"90","14.132795274376798","55.81174252353932","0.203369140625","0.3798828125","0.02685546875","2584","0.02406616777586932","0.02406616777586932","0","0.02406616777586932","0.02406616777586932","90_89:0.007913316178823404;90_91:0.010173327325402881","90_89:0.021939416436701387;90_91:0.01935684567090873","90_89:68;90_91:80","true"
"91","126.39302353463117","212.21206262342866","0.008544921875","0.01416015625","0.0029296875","2584","0.0003716730871145227","0.0003716730871145227","0","0.0003716730871145227","0.0003716730871145227","91_98:0.004080910259757903;91_90:0.010173327325402881;91_92:0.0016721420957030164","91_98:0.0016886822827023584;91_90:0.01935684567090873;91_92:0.0030515358098379963","91_98:68;91_90:80;91_92:68","true"
"92","312.24998448244014","280.34091427702845","0.0029296875","0.00341796875","0.00244140625","2584","0.0002927927693941631","0.0002927927693941631","0","0.0002927927693941631","0.0002927927693941631","92_91:0.0016721420957030164;92_93:0.0021293320820620076","92_91:0.0030515358098379963;92_93:0.0024559743428023417","92_91:68;92_93:68","true"
"93","372.9537810549755","254.5313558951966","0.003662109375","0.00732421875","0","2584","0.00019483631120548276","0.00019483631120548276","0","0.00019483631120548276","0.00019483631120548276","93_94:0.002996701032769694;93_79:0.002074567255416604;93_92:0.0021293320820620076","93_94:0.0014203013137928933;93_79:0.0028136362022431194;93_92:0.0024559743428023417","93_94:68;93_79:68;93_92:68","true"
"94","289.2506364664184","256.1354620706355","0.014892578125","0.02587890625","0.00390625","2584","0.0001619806804173347","0.0001619806804173347","0","0.0001619806804173347","0.0001619806804173347","94_93:0.002996701032769694;94_95:0.002285170667366304","94_93:0.0014203013137928933;94_95:0.0023053696986797823","94_93:68;94_95:68","true"
"95","385.955550213247","534.9065471924675","0.008544921875","0.00634765625","0.0107421875","2584","0.0007587848944644975","0.0007587848944644975","0","0.0007587848944644975","0.0007587848944644975","95_99:0.002171042076051344;95_94:0.002285170667366304","95_99:0.012858958173771196;95_94:0.0023053696986797823","95_99:68;95_94:68","true"
"96","138.19898390415582","50.85345942913393","0.013671875","0.01806640625","0.00927734375","2584","0.0006415435429706005","0.0006415435429706005","0","0.0006415435429706005","0.0006415435429706005","96_83:0.0030289805400840475;96_103:0.0029047818066514075","96_83:0.0060194296297176875;96_103:0.00602931229058809","96_83:68;96_103:68","true"
"97","181.07527469427515","81.44484271892426","0.003173828125","0.005859375","0.00048828125","2584","0.00022353522898228468","0.00022353522898228468","0","0.00022353522898228468","0.00022353522898228468","97_87:0.0013604865587420467;97_107:0.0037170247886446073","97_87:0.001636375745144275;97_107:0.0036179155951121533","97_87:68;97_107:68","true"
"98","272.9865881068948","66.63807234514884","0.013916015625","0.01904296875","0.0087890625","2584","0.0005075759553787438","0.0005075759553787438","0","0.0005075759553787438","0.0005075759553787438","98_91:0.004080910259757903;98_111:0.003771171365540532","98_91:0.0016886822827023584;98_111:0.003493388846316642","98_91:68;98_111:68","true"
"99","102.70289493374679","22.67537167245857","0.0078125","0.015625","0","2584","0.00031243166222380444","0.00031243166222380444","0","0.00031243166222380444","0.00031243166222380444","99_115:0.0024211392053459235;99_95:0.002171042076051344","99_115:0.002144264561453002;99_95:0.012858958173771196","99_115:68;99_95:68","true"
"100","91.62019859075896","60.648468268108296","0.008544921875","0.0166015625","0.00048828125","2584","0.0010434701562037911","0.0010434701562037911","0","0.0010434701562037911","0.0010434701562037911","100_101:0.006185620630645761","100_101:0.006600966189394375","100_101:68","true"
"101","165.40941497870693","75.29747884901224","0.009521484375","0.0185546875","0.00048828125","2584","0.0004557137632827808","0.0004557137632827808","0","0.0004557137632827808","0.0004557137632827808","101_100:0.006185620630645761;101_116:0.0028531139954113827;101_102:0.003645320269601404","101_100:0.006600966189394375;101_116:0.0036534711500611494;101_102:1","101_100:68;101_116:68;101_102:68","true"
"102","87.91020105962168","70.24471839418312","0.009033203125","0.01611328125","0.001953125","2584","0.0006899903863699848","0.0006899903863699848","0","0.0006899903863699848","0.0006899903863699848","102_101:0.003645320269601404;102_103:0.003754301188588549","102_101:1;102_103:1","102_101:68;102_103:68","true"
"103","101.44406416170723","62.8087360307678","0.009521484375","0.0185546875","0.00048828125","2584","0.0008974556651537116","0.0008974556651537116","0","0.0008974556651537116","0.0008974556651537116","103_104:0.002248584622272398;103_96:0.0029047818066514075;103_102:0.003754301188588549","103_104:1;103_96:0.00602931229058809;103_102:1","103_104:68;103_96:68;103_102:68","true"
"104","359.3912703772038","244.19495136993746","0.00634765625","0.0087890625","0.00390625","2584","0.00022423196690069208","0.00022423196690069208","0","0.00022423196690069208","0.00022423196690069208","104_103:0.002248584622272398;104_105:0.002551164277520529","104_103:1;104_105:0.0029550387909307863","104_103:68;104_105:68","true"
"105","147.89709415750505","116.63199060265606","0.00341796875","0.0048828125","0.001953125","2584","0.0002389711130794588","0.0002389711130794588","0","0.0002389711130794588","0.0002389711130794588","105_104:0.002551164277520529;105_106:0.0022051185988335442;105_117:0.0036554210722004044","105_104:0.0029550387909307863;105_106:0.0033093908533972927;105_117:0.0034057461072552753","105_104:68;105_106:68;105_117:68","true"
"106","249.7066951422108","168.52222048605006","0.015625","0.01904296875","0.01220703125","2584","0.0002610772598128586","0.0002610772598128586","0","0.0002610772598128586","0.0002610772598128586","106_107:0.0035185317189232734;106_105:0.0022051185988335442","106_107:0.0019343942263096159;106_105:0.0033093908533972927","106_107:68;106_105:68","true"
"107","322.15998119053523","349.69463924832934","0.009765625","0.01611328125","0.00341796875","2584","0.00030997919144934644","0.00030997919144934644","0","0.00030997919144934644","0.00030997919144934644","107_106:0.0035185317189232734;107_108:0.0026042211014438432;107_97:0.0037170247886446073","107_106:0.0019343942263096159;107_108:0.0028565185163637874;107_97:0.0036179155951121533","107_106:68;107_108:68;107_97:68","true"
"108","198.4253506398906","165.4164535950993","0.013427734375","0.0263671875","0.00048828125","2584","0.0006872769074528267","0.0006872769074528267","0","0.0006872769074528267","0.0006872769074528267","108_107:0.0026042211014438432;108_109:0.001609162867688252","108_107:0.0028565185163637874;108_109:0.0027709175197574154","108_107:68;108_109:68","true"
"109","104.00902112523744","85.73008664463292","0.018798828125","0.015625","0.02197265625","2584","0.0003743382228881319","0.0003743382228881319","0","0.0003743382228881319","0.0003743382228881319","109_108:0.001609162867688252;109_110:0.0013478624833567487;109_118:0.0012337193891070186","109_108:0.0027709175197574154;109_110:0.0018537267266123814;109_118:1","109_108:68;109_110:68;109_118:68","true"
"110","292.5463195456904","255.8368386851554","0.0068359375","0.00830078125","0.00537109375","2584","0.00031747350231365587","0.00031747350231365587","0","0.00031747350231365587","0.00031747350231365587","110_109:0.0013478624833567487;110_111:0.001449998623327814","110_109:0.0018537267266123814;110_111:0.0012947193443514082","110_109:68;110_111:68","true"
"111","110.95468717345013","39.15724626359629","0.01025390625","0.01025390625","0.01025390625","2584","0.0001800351908537609","0.0001800351908537609","0","0.0001800351908537609","0.0001800351908537609","111_112:0.0016535508620418027;111_110:0.001449998623327814;111_98:0.003771171365540532","111_112:0.002473953006516705;111_110:0.0012947193443514082;111_98:0.003493388846316642","111_112:68;111_110:68;111_98:68","true"
"112","303.41376415796555","85.43735801157248","0.007080078125","0.01123046875","0.0029296875","2584","0.00033576279867068235","0.00033576279867068235","0","0.00033576279867068235","0.00033576279867068235","112_111:0.0016535508620418027;112_113:1","112_111:0.002473953006516705;112_113:1","112_111:68;112_113:68","true"
"113","181.42571482535888","121.1111020107495","0.203125","0.37744140625","0.02880859375","2584","1","1","0","1","1","113_119:1;113_112:1;113_114:0.03431991072108509","113_119:1;113_112:1;113_114:1","113_119:68;113_112:68;113_114:68","true"
"114","322.2751014709533","168.453037558689","0.004150390625","0.00732421875","0.0009765625","2584","0.0001519531007777602","0.0001519531007777602","0","0.0001519531007777602","0.0001519531007777602","114_115:0.002039799906631584;114_113:0.03431991072108509","114_115:0.0018613897454291817;114_113:1","114_115:68;114_113:68","true"
"115","201.681806337251","81.60742538807715","0.007080078125","0.0078125","0.00634765625","2584","0.00014968285817201934","0.00014968285817201934","0","0.00014968285817201934","0.00014968285817201934","115_99:0.0024211392053459235;115_114:0.002039799906631584","115_99:0.002144264561453002;115_114:0.0018613897454291817","115_99:68;115_114:68","true"
"116","76.04972111153457","96.03464955415797","0.009765625","0.0185546875","0.0009765625","2584","0.0009586614468409003","0.0009586614468409003","0","0.0009586614468409003","0.0009586614468409003","116_101:0.0028531139954113827;116_121:0.0025471736577415693","116_101:0.0036534711500611494;116_121:0.0030352980221769743","116_101:68;116_121:68","true"
"117","255.02155739938226","13.383025029208065","0.008056640625","0.01220703125","0.00390625","2584","0.00047872728217451555","0.00047872728217451555","0","0.00047872728217451555","0.00047872728217451555","117_105:0.0036554210722004044;117_125:0.003976085962720977","117_105:0.0034057461072552753;117_125:0.005990722492715483","117_105:68;117_125:68","true"
"118","166.67189031184793","51.42159858051399","0.00830078125","0.01220703125","0.00439453125","2584","0.0002098770108652807","0.0002098770108652807","0","0.0002098770108652807","0.0002098770108652807","118_109:0.0012337193891070186;118_129:0.0011934035091702988","118_109:1;118_129:1","118_109:68;118_129:68","true"
"119","213.3282191029946","22.528303930832447","0.209228515625","0.4169921875","0.00146484375","2584","1","1","0","1","1","119_113:1;119_133:1","119_113:1;119_133:0.012361348550713663","119_113:68;119_133:68","true"
"120","222.49794567740713","77.86505902414181","0.01123046875","0.021484375","0.0009765625","2584","0.0002679973833142585","0.0002679973833142585","0","0.0002679973833142585","0.0002679973833142585","120_121:0.0016270046672635097","120_121:0.002527710589804971","120_121:68","true"
"121","256.9009478388423","277.16579290851206","0.019775390625","0.0380859375","0.00146484375","2584","0.0004270406818486722","0.0004270406818486722","0","0.0004270406818486722","0.0004270406818486722","121_120:0.0016270046672635097;121_122:0.0024693174327381495;121_116:0.0025471736577415693","121_120:0.002527710589804971;121_122:0.0036285632247881894;121_116:0.0030352980221769743","121_120:68;121_122:80;121_116:68","true"
"122","284.8611592188286","24.138727165619443","0.004150390625","0.00732421875","0.0009765625","2584","0.0003972269978552352","0.0003972269978552352","0","0.0003972269978552352","0.0003972269978552352","122_121:0.0024693174327381495;122_123:0.002011109562727542","122_121:0.0036285632247881894;122_123:0.0029570613776505883","122_121:80;122_123:68","true"
"123","216.20204827417527","116.29629746473503","0.0087890625","0.0146484375","0.0029296875","2584","0.0003517848659968882","0.0003517848659968882","0","0.0003517848659968882","0.0003517848659968882","123_136:0.0025322420234601406;123_124:0.004127162782371324;123_122:0.002011109562727542","123_136:0.0030277878251654955;123_124:0.005721120973247201;123_122:0.0029570613776505883","123_136:68;123_124:68;123_122:68","true"
"124","133.30937427071726","127.45650347356349","0.003662109375","0.00732421875","0","2584","0.0003826339887546563","0.0003826339887546563","0","0.0003826339887546563","0.0003826339887546563","124_123:0.004127162782371324;124_125:0.004104170720981459","124_123:0.005721120973247201;124_125:0.004408654061882844","124_123:68;124_125:68","true"
"125","145.5160306489447","54.973738629549324","0.0087890625","0.01611328125","0.00146484375","2584","0.00036248714956036804","0.00036248714956036804","0","0.00036248714956036804","0.00036248714956036804","125_117:0.003976085962720977;125_124:0.004104170720981459;125_126:0.0035591704480611164","125_117:0.005990722492715483;125_124:0.004408654061882844;125_126:0.010602958507184929","125_117:68;125_124:68;125_126:68","true"
"126","159.38363403381803","26.796332977478535","0.0068359375","0.01123046875","0.00244140625","2584","0.00045473855470506795","0.00045473855470506795","0","0.00045473855470506795","0.00045473855470506795","126_127:0.009447140706520557;126_125:0.0035591704480611164","126_127:0.004346622171235076;126_125:0.010602958507184929","126_127:68;126_125:68","true"
"127","271.2790330754512","13.477076381296603","0.022705078125","0.025390625","0.02001953125","2584","0.0003428262212143692","0.0003428262212143692","0","0.0003428262212143692","0.0003428262212143692","127_126:0.009447140706520557;127_128:0.0017133227212237923;127_137:0.005605861568745846","127_126:0.004346622171235076;127_128:0.004452950806704908;127_137:0.004363674454277933","127_126:68;127_128:68;127_137:68","true"
"128","315.6108843210433","371.6283838827116","0.0068359375","0.0068359375","0.0068359375","2584","0.0004542881167226282","0.0004542881167226282","0","0.0004542881167226282","0.0004542881167226282","128_127:0.0017133227212237923;128_129:0.0016163658527183489","128_127:0.004452950806704908;128_129:0.0018209381285794468","128_127:68;128_129:68","true"
"129","317.6209823984994","243.98154611216262","0.002685546875","0.00341796875","0.001953125","2584","0.00023657608303245538","0.00023657608303245538","0","0.00023657608303245538","0.00023657608303245538","129_130:0.01961576292842529;129_128:0.0016163658527183489;129_118:0.0011934035091702988","129_130:0.006259706149887384;129_128:0.0018209381285794468;129_118:1","129_130:68;129_128:68;129_118:68","true"
"130","319.5118560485048","56.60624399516359","0.1357421875","0.1171875","0.154296875","2584","0.00026848208193217904","0.00026848208193217904","0","0.00026848208193217904","0.00026848208193217904","130_129:0.01961576292842529;130_131:0.0019866965076563714","130_129:0.006259706149887384;130_131:0.0018548353466186773","130_129:68;130_131:68","true"
"131","319.13608878003845","212.726370075229","0.0087890625","0.01416015625","0.00341796875","2584","0.00035319713411273185","0.00035319713411273185","0","0.00035319713411273185","0.00035319713411273185","131_138:0.0019057089065710187;131_130:0.0019866965076563714;131_132:0.0013697376533285122","131_138:0.003117314491681261;131_130:0.0018548353466186773;131_132:0.003864456804724997","131_138:68;131_130:68;131_132:68","true"
"132","253.63575100068405","95.19667595044989","0.010009765625","0.0185546875","0.00146484375","2584","0.00024277036690530622","0.00024277036690530622","0","0.00024277036690530622","0.00024277036690530622","132_133:0.0018560195041257832;132_131:0.0013697376533285122","132_133:0.0015741722572864825;132_131:0.003864456804724997","132_133:68;132_131:68","true"
"133","356.11547219348404","324.2461513517057","0.0146484375","0.02783203125","0.00146484375","2584","0.0003343408595322742","0.0003343408595322742","0","0.0003343408595322742","0.0003343408595322742","133_132:0.0018560195041257832;133_134:0.0032340665567936466;133_119:1","133_132:0.0015741722572864825;133_134:0.0032322716529027684;133_119:0.012361348550713663","133_132:68;133_134:80;133_119:68","true"
"134","362.12261298258016","187.0264424103408","0.004638671875","0.00634765625","0.0029296875","2584","0.0003948395657930893","0.0003948395657930893","0","0.0003948395657930893","0.0003948395657930893","134_133:0.0032340665567936466;134_135:0.002844942726715455","134_133:0.0032322716529027684;134_135:0.003823895211893108","134_133:80;134_135:68","true"
"135","364.91233478061235","84.48848800076483","0.088623046875","0.0576171875","0.11962890625","2584","0.00012012877885525403","0.00012012877885525403","0","0.00012012877885525403","0.00012012877885525403","135_134:0.002844942726715455;135_139:0.0018186769410770132","135_134:0.003823895211893108;135_139:0.0012852701032732838","135_134:68;135_139:68","true"
"136","258.42216081002783","88.81745310073114","0.004638671875","0.0068359375","0.00244140625","2584","0.0003499492397391807","0.0003499492397391807","0","0.0003499492397391807","0.0003499492397391807","136_123:0.0025322420234601406;136_143:0.0017591611362059445","136_123:0.0030277878251654955;136_143:0.002822041444912632","136_123:68;136_143:68","true"
"137","157.94503919948016","81.58437344085512","0.00537109375","0.0107421875","0","2584","0.0006431899004204007","0.0006431899004204007","0","0.0006431899004204007","0.0006431899004204007","137_147:0.002843605026643492;137_127:0.005605861568745846","137_147:0.0031933542317131858;137_127:0.004363674454277933","137_147:68;137_127:68","true"
"138","203.49468231953563","160.9634734591701","0.0048828125","0.005859375","0.00390625","2584","0.0005121620629857225","0.0005121620629857225","0","0.0005121620629857225","0.0005121620629857225","138_151:0.002307866512487239;138_131:0.0019057089065710187","138_151:0.004411198303514913;138_131:0.003117314491681261","138_151:68;138_131:68","true"
"139","141.18407863703234","208.45111748465192","0.00390625","0.00634765625","0.00146484375","2584","0.00015311260966467783","0.00015311260966467783","0","0.00015311260966467783","0.00015311260966467783","139_155:0.030133038037746918;139_135:0.0018186769410770132","139_155:0.009135383307360412;139_135:0.0012852701032732838","139_155:80;139_135:68","true"
"140","306.3530801385618","11.021436246966527","0.00439453125","0.00732421875","0.00146484375","2584","0.0001905796980614502","0.0001905796980614502","0","0.0001905796980614502","0.0001905796980614502","140_141:0.0016787901026727725","140_141:0.0022664843277478697","140_141:68","true"
"141","359.4774518436336","341.0167971304567","0.005615234375","0.0068359375","0.00439453125","2584","0.0006583937308951004","0.0006583937308951004","0","0.0006583937308951004","0.0006583937308951004","141_140:0.0016787901026727725;141_142:0.0017399197909654107","141_140:0.0022664843277478697;141_142:0.007644311536310927","141_140:68;141_142:68","true"
"142","219.6349210540015","212.31634563380942","0.00537109375","0.009765625","0.0009765625","2584","0.000320541148858776","0.000320541148858776","0","0.000320541148858776","0.000320541148858776","142_143:0.0015597713231874921;142_141:0.0017399197909654107","142_143:0.0032119558530757653;142_141:0.007644311536310927","142_143:68;142_141:68","true"
"143","156.8943177112779","68.7396249850977","0.004150390625","0.0078125","0.00048828125","2584","0.0003503179831851786","0.0003503179831851786","0","0.0003503179831851786","0.0003503179831851786","143_142:0.0015597713231874921;143_144:0.002085865101652068;143_136:0.0017591611362059445","143_142:0.0032119558530757653;143_144:0.005788605637204486;143_136:0.002822041444912632","143_142:68;143_144:68;143_136:68","true"
"144","100.16029993604809","35.01594196675489","0.00830078125","0.0166015625","0","2584","0.0007545947344303048","0.0007545947344303048","0","0.0007545947344303048","0.0007545947344303048","144_145:0.002432728350629104;144_143:0.002085865101652068","144_145:0.00397317400923336;144_143:0.005788605637204486","144_145:68;144_143:68","true"
"145","172.44025803650547","172.53429036932667","0.046630859375","0.09033203125","0.0029296875","2584","0.00020375200684875604","0.00020375200684875604","0","0.00020375200684875604","0.00020375200684875604","145_144:0.002432728350629104;145_146:0.0014932766618448723","145_144:0.00397317400923336;145_146:0.004247291195735525","145_144:68;145_146:68","true"
"146","175.42349217785457","66.93955047960341","0.002197265625","0.00439453125","0","2584","0.00021654016198825927","0.00021654016198825927","0","0.00021654016198825927","0.00021654016198825927","146_145:0.0014932766618448723;146_147:0.004388443741123682","146_145:0.004247291195735525;146_147:0.00378813185968202","146_145:68;146_147:68","true"
"147","339.3473899019037","75.97425368821347","0.004150390625","0.00537109375","0.0029296875","2584","0.0001592833395608017","0.0001592833395608017","0","0.0001592833395608017","0.0001592833395608017","147_148:0.011903572005331792;147_137:0.002843605026643492;147_146:0.004388443741123682","147_148:0.007689197696690214;147_137:0.0031933542317131858;147_146:0.00378813185968202","147_148:68;147_137:68;147_146:68","true"
"148","240.5116607621695","132.36521561717385","0.001708984375","0.00341796875","0","2584","0.00021318493521653252","0.00021318493521653252","0","0.00021318493521653252","0.00021318493521653252","148_147:0.011903572005331792;148_149:0.0016744916844474156","148_147:0.007689197696690214;148_149:0.003983962263927943","148_147:68;148_149:68","true"
"149","177.5226503650394","105.0395931252584","0.003173828125","0.0048828125","0.00146484375","2584","0.00020585634718763268","0.00020585634718763268","0","0.00020585634718763268","0.00020585634718763268","149_150:0.008910340891034652;149_148:0.0016744916844474156","149_150:0.0026387893345892477;149_148:0.003983962263927943","149_150:68;149_148:68","true"
"150","154.88492490731022","163.52545084656865","0.018798828125","0.03466796875","0.0029296875","2584","0.00027575099545232214","0.00027575099545232214","0","0.00027575099545232214","0.00027575099545232214","150_149:0.008910340891034652;150_151:0.003153125415500807","150_149:0.0026387893345892477;150_151:0.003328157867956233","150_149:68;150_151:68","true"
"151","159.80546511484806","75.48372594000264","0.005859375","0.01123046875","0.00048828125","2584","0.0004034568951440699","0.0004034568951440699","0","0.0004034568951440699","0.0004034568951440699","151_138:0.002307866512487239;151_152:0.02746113344147838;151_150:0.003153125415500807","151_138:0.004411198303514913;151_152:0.02737932931641862;151_150:0.003328157867956233","151_138:68;151_152:68;151_150:68","true"
"152","130.52856788034265","89.35691784051514","0.016845703125","0.01318359375","0.0205078125","2584","0.000281701478201166","0.000281701478201166","0","0.000281701478201166","0.000281701478201166","152_151:0.02746113344147838;152_153:0.0031744290505448525","152_151:0.02737932931641862;152_153:0.0025457593573115778","152_151:68;152_153:68","true"
"153","155.69681880154835","176.42040225767235","0.00537109375","0.009765625","0.0009765625","2584","0.0004410483667257914","0.0004410483667257914","0","0.0004410483667257914","0.0004410483667257914","153_152:0.0031744290505448525;153_154:0.1055663802124826","153_152:0.0025457593573115778;153_154:0.01912601085622953","153_152:68;153_154:68","true"
"154","333.1215440323372","16.815918704257523","0.013427734375","0.01123046875","0.015625","2584","0.0004595594933817121","0.0004595594933817121","0","0.0004595594933817121","0.0004595594933817121","154_153:0.1055663802124826;154_155:0.003622546836412166","154_153:0.01912601085622953;154_155:0.0018443847156723592","154_153:68;154_155:68","true"
"155","441.15585872561365","185.79332548886984","0.005859375","0.01025390625","0.00146484375","2584","0.0002194595972580741","0.0002194595972580741","0","0.0002194595972580741","0.0002194595972580741","155_139:0.030133038037746918;155_154:0.003622546836412166","155_139:0.009135383307360412;155_154:0.0018443847156723592","155_139:80;155_154:68","true"
