iteracion,valor_coste
0,95.11644850730613
1,91.48463393463275
2,91.48463393463275
3,91.48463393463275
4,91.48463393463275
5,90.20936269891995
6,90.20936269891993
7,90.20936269891993
8,90.20936269891993
9,90.20936269891993
10,90.20936269891988
11,90.20936269891988
12,90.20936269891988
13,86.860464494451
14,86.860464494451
15,85.38492332579169
16,85.38492332579169
17,85.38492332579169
18,85.38492332579169
19,85.38492332579169
20,85.38492332579169
21,85.23073939564267
22,85.23073939564267
23,85.23073939564267
24,85.23073939564267
25,85.18440005175816
26,85.18440005175816
27,85.18440005175816
28,85.18440005175816
29,85.17960867519885
30,85.13715246961232
31,85.0971003987381
32,85.0971003987381
33,85.0971003987381
34,85.0971003987381
35,85.09710039873809
36,85.09710039873809
37,85.09710039873809
38,85.09710039873809
39,85.09710039873809
40,85.08828747148885
41,85.08828747148885
42,85.0820685401282
43,85.0820685401282
44,85.08206854012819
45,85.08206854012819
46,85.08206854012819
47,85.08206854012819
48,85.08059772147551
49,85.08059772147548
50,85.08021748583309
51,85.08021748583309
52,85.08021748583309
53,85.08021748583309
54,85.08021748583309
55,85.08014316364458
56,85.08011846176356
57,85.08007969701359
58,85.08006931431339
59,85.08001594955417
60,85.08001594955417
61,85.08001594955417
62,85.08001594955417
63,85.08001594955417
64,85.08001340613441
65,85.08001053294916
66,85.08001053294916
67,85.08001053294916
68,85.08001053294916
69,85.08001053294916
70,85.08001053294916
71,85.08001053294916
72,85.08001053294916
73,85.08000999181053
74,85.08000977378899
75,85.08000977378899
76,85.08000946165559
77,85.08000946165559
78,85.08000946165558
79,85.08000946165558
80,85.08000946165558
81,85.0800094229334
82,85.08000935914298
83,85.08000935914298
84,85.08000935914298
85,85.08000935914298
86,85.0800093520897
87,85.0800093520897
88,85.0800093520897
89,85.0800093520897
90,85.0800093520897
91,85.08000935148158
92,85.0800093509246
93,85.08000935040663
94,85.08000935040663
95,85.08000934978192
96,85.08000934924462
97,85.08000934924462
98,85.0800093489339
99,85.0800093489339
100,85.0800093489339
101,85.0800093489339
102,85.0800093489339
103,85.0800093489339
104,85.0800093489339
105,85.0800093489339
106,85.0800093489339
107,85.08000934888406
108,85.08000934885858
109,85.08000934885858
110,85.08000934885858
111,85.08000934885858
112,85.08000934885048
113,85.08000934885048
114,85.08000934885048
